Centre,Gender,Labour Category,Labour Type,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Annual Average,State,District,Centre_length
"CHHAPA RAM 
SINGH",M,FIELD LABOUR,WEEDER,225,225,225,225,225,225,225,225,225,225,225,225,225,PUNJAB,AMRITSAR,17
"CHHAPA RAM 
SINGH",W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,AMRITSAR,17
"CHHAPA RAM 
SINGH",M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,AMRITSAR,17
"CHHAPA RAM 
SINGH",W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,AMRITSAR,17
"CHHAPA RAM 
SINGH",M,"SKILLED 
LABOUR",BLACKSMITH,230,230,230,230,230,230,230,230,230,230,230,230,230,PUNJAB,AMRITSAR,17
"CHHAPA RAM 
SINGH",W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,AMRITSAR,17
"CHHAPA RAM 
SINGH",M,"SKILLED 
LABOUR",CARPENTER,230,230,230,230,230,230,230,230,230,230,230,230,230,PUNJAB,AMRITSAR,17
"CHHAPA RAM 
SINGH",W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,AMRITSAR,17
BHAGTA,M,FIELD LABOUR,PLOUGHMAN,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,BHATINDA,6
BHAGTA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,BHATINDA,6
BHAGTA,M,FIELD LABOUR,"REAPER & 
HARVESTER",195,195,195,195,195,195,195,195,195,195,195,195,195,PUNJAB,BHATINDA,6
BHAGTA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,BHATINDA,6
BHAGTA,M,FIELD LABOUR,SOWER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,BHATINDA,6
BHAGTA,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,BHATINDA,6
BHAGTA,M,FIELD LABOUR,WEEDER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,BHATINDA,6
BHAGTA,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,BHATINDA,6
BHAGTA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,BHATINDA,6
BHAGTA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,BHATINDA,6
BHAGTA,M,"SKILLED 
LABOUR",BLACKSMITH,250,250,250,250,250,250,250,250,250,250,250,250,250,PUNJAB,BHATINDA,6
BHAGTA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,BHATINDA,6
BHAGTA,M,"SKILLED 
LABOUR",CARPENTER,250,250,250,250,250,250,250,250,250,250,250,250,250,PUNJAB,BHATINDA,6
BHAGTA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,BHATINDA,6
SANGHAL,M,FIELD LABOUR,PLOUGHMAN,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,FATEHGARH,7
SANGHAL,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FATEHGARH,7
SANGHAL,M,FIELD LABOUR,"REAPER & 
HARVESTER",220,220,220,220,220,220,220,220,220,220,220,220,220,PUNJAB,FATEHGARH,7
SANGHAL,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FATEHGARH,7
SANGHAL,M,FIELD LABOUR,SOWER,210,210,210,210,210,210,210,210,210,210,210,210,210,PUNJAB,FATEHGARH,7
SANGHAL,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FATEHGARH,7
SANGHAL,M,FIELD LABOUR,WEEDER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,FATEHGARH,7
SANGHAL,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FATEHGARH,7
SANGHAL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,FATEHGARH,7
SANGHAL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FATEHGARH,7
SANGHAL,M,"SKILLED 
LABOUR",BLACKSMITH,250,250,250,250,250,250,250,250,250,250,250,250,250,PUNJAB,FATEHGARH,7
SANGHAL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FATEHGARH,7
SANGHAL,M,"SKILLED 
LABOUR",CARPENTER,255,255,255,255,255,255,255,255,255,255,255,255,255,PUNJAB,FATEHGARH,7
SANGHAL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FATEHGARH,7
SODHI NAGAR,M,FIELD LABOUR,PLOUGHMAN,180,180,180,180,180,180,180,180,180,180,180,180,180,PUNJAB,FIROZPUR*,11
SODHI NAGAR,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FIROZPUR*,11
SODHI NAGAR,M,FIELD LABOUR,"REAPER & 
HARVESTER",200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,FIROZPUR*,11
SODHI NAGAR,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FIROZPUR*,11
SODHI NAGAR,M,FIELD LABOUR,SOWER,180,180,180,180,180,180,180,180,180,180,180,180,180,PUNJAB,FIROZPUR*,11
SODHI NAGAR,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FIROZPUR*,11
SODHI NAGAR,M,FIELD LABOUR,WEEDER,190,190,190,190,190,190,190,190,190,190,190,190,190,PUNJAB,FIROZPUR*,11
SODHI NAGAR,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FIROZPUR*,11
SODHI NAGAR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",220,220,220,220,220,220,220,220,220,220,220,220,220,PUNJAB,FIROZPUR*,11
SODHI NAGAR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FIROZPUR*,11
SODHI NAGAR,M,"SKILLED 
LABOUR",BLACKSMITH,250,250,250,250,250,250,250,250,250,250,250,250,250,PUNJAB,FIROZPUR*,11
SODHI NAGAR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FIROZPUR*,11
SODHI NAGAR,M,"SKILLED 
LABOUR",CARPENTER,250,250,250,250,250,250,250,250,250,250,250,250,250,PUNJAB,FIROZPUR*,11
SODHI NAGAR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,FIROZPUR*,11
NAROTMEHRA,M,FIELD LABOUR,PLOUGHMAN,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,GURDASPUR,10
NAROTMEHRA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,GURDASPUR,10
NAROTMEHRA,M,FIELD LABOUR,"REAPER & 
HARVESTER",220,220,220,220,220,220,220,220,220,220,220,220,220,PUNJAB,GURDASPUR,10
NAROTMEHRA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,GURDASPUR,10
NAROTMEHRA,M,FIELD LABOUR,SOWER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,GURDASPUR,10
NAROTMEHRA,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,GURDASPUR,10
NAROTMEHRA,M,FIELD LABOUR,WEEDER,210,210,210,210,210,210,210,210,210,210,210,210,210,PUNJAB,GURDASPUR,10
NAROTMEHRA,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,GURDASPUR,10
NAROTMEHRA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,GURDASPUR,10
NAROTMEHRA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,GURDASPUR,10
NAROTMEHRA,M,"SKILLED 
LABOUR",BLACKSMITH,250,250,250,250,250,250,250,250,250,250,250,250,250,PUNJAB,GURDASPUR,10
NAROTMEHRA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,GURDASPUR,10
NAROTMEHRA,M,"SKILLED 
LABOUR",CARPENTER,250,250,250,250,250,250,250,250,250,250,250,250,250,PUNJAB,GURDASPUR,10
NAROTMEHRA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,GURDASPUR,10
SATAUR,M,FIELD LABOUR,PLOUGHMAN,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,HOSHIARPUR,6
SATAUR,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,HOSHIARPUR,6
SATAUR,M,FIELD LABOUR,"REAPER & 
HARVESTER",200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,HOSHIARPUR,6
SATAUR,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,HOSHIARPUR,6
SATAUR,M,FIELD LABOUR,SOWER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,HOSHIARPUR,6
SATAUR,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,HOSHIARPUR,6
SATAUR,M,FIELD LABOUR,WEEDER,180,180,180,180,180,180,180,180,180,180,180,180,180,PUNJAB,HOSHIARPUR,6
SATAUR,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,HOSHIARPUR,6
SATAUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,HOSHIARPUR,6
SATAUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,HOSHIARPUR,6
SATAUR,M,"SKILLED 
LABOUR",BLACKSMITH,280,280,280,280,280,280,280,280,280,280,280,280,280,PUNJAB,HOSHIARPUR,6
SATAUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,HOSHIARPUR,6
SATAUR,M,"SKILLED 
LABOUR",CARPENTER,280,280,280,280,280,280,280,280,280,280,280,280,280,PUNJAB,HOSHIARPUR,6
SATAUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,HOSHIARPUR,6
PARTAPPURA,M,FIELD LABOUR,PLOUGHMAN,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,JALANDHAR,10
PARTAPPURA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,JALANDHAR,10
PARTAPPURA,M,FIELD LABOUR,"REAPER & 
HARVESTER",210,210,210,210,210,210,210,210,210,210,210,210,210,PUNJAB,JALANDHAR,10
PARTAPPURA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,JALANDHAR,10
PARTAPPURA,M,FIELD LABOUR,SOWER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,JALANDHAR,10
PARTAPPURA,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,JALANDHAR,10
PARTAPPURA,M,FIELD LABOUR,WEEDER,180,180,180,180,180,180,180,180,180,180,180,180,180,PUNJAB,JALANDHAR,10
PARTAPPURA,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,JALANDHAR,10
PARTAPPURA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,JALANDHAR,10
PARTAPPURA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,JALANDHAR,10
PARTAPPURA,M,"SKILLED 
LABOUR",BLACKSMITH,300,300,300,300,300,300,300,300,300,300,300,300,300,PUNJAB,JALANDHAR,10
PARTAPPURA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,JALANDHAR,10
PARTAPPURA,M,"SKILLED 
LABOUR",CARPENTER,275,275,275,275,275,275,275,275,275,275,275,275,275,PUNJAB,JALANDHAR,10
PARTAPPURA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,JALANDHAR,10
BHULLARAI,M,FIELD LABOUR,PLOUGHMAN,225,225,225,225,225,225,225,225,225,225,225,225,225,PUNJAB,KAPURTHALA,9
BHULLARAI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,KAPURTHALA,9
BHULLARAI,M,FIELD LABOUR,"REAPER & 
HARVESTER",210,210,210,210,210,210,210,210,210,210,210,210,210,PUNJAB,KAPURTHALA,9
BHULLARAI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,KAPURTHALA,9
BHULLARAI,M,FIELD LABOUR,SOWER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,KAPURTHALA,9
BHULLARAI,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,KAPURTHALA,9
BHULLARAI,M,FIELD LABOUR,WEEDER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,KAPURTHALA,9
BHULLARAI,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,KAPURTHALA,9
BHULLARAI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",210,210,210,210,210,210,210,210,210,210,210,210,210,PUNJAB,KAPURTHALA,9
BHULLARAI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,KAPURTHALA,9
BHULLARAI,M,"SKILLED 
LABOUR",BLACKSMITH,280,280,280,280,280,280,280,280,280,280,280,280,280,PUNJAB,KAPURTHALA,9
BHULLARAI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,KAPURTHALA,9
BHULLARAI,M,"SKILLED 
LABOUR",CARPENTER,280,280,280,280,280,280,280,280,280,280,280,280,280,PUNJAB,KAPURTHALA,9
BHULLARAI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,KAPURTHALA,9
PAKHOWAL,M,FIELD LABOUR,PLOUGHMAN,220,220,220,220,220,220,220,220,220,220,220,220,220,PUNJAB,LUDHIANA,8
PAKHOWAL,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,LUDHIANA,8
PAKHOWAL,M,FIELD LABOUR,"REAPER & 
HARVESTER",225,225,225,225,225,225,225,225,225,225,225,225,225,PUNJAB,LUDHIANA,8
PAKHOWAL,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,LUDHIANA,8
PAKHOWAL,M,FIELD LABOUR,SOWER,220,220,220,220,220,220,220,220,220,220,220,220,220,PUNJAB,LUDHIANA,8
PAKHOWAL,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,LUDHIANA,8
PAKHOWAL,M,FIELD LABOUR,WEEDER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,LUDHIANA,8
PAKHOWAL,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,LUDHIANA,8
PAKHOWAL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,LUDHIANA,8
PAKHOWAL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,LUDHIANA,8
PAKHOWAL,M,"SKILLED 
LABOUR",BLACKSMITH,250,250,250,250,250,250,250,250,250,250,250,250,250,PUNJAB,LUDHIANA,8
PAKHOWAL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,LUDHIANA,8
PAKHOWAL,M,"SKILLED 
LABOUR",CARPENTER,250,250,250,250,250,250,250,250,250,250,250,250,250,PUNJAB,LUDHIANA,8
PAKHOWAL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,LUDHIANA,8
BOHA,M,FIELD LABOUR,PLOUGHMAN,180,180,180,180,180,180,180,180,180,180,180,180,180,PUNJAB,MANSHA,4
BOHA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MANSHA,4
BOHA,M,FIELD LABOUR,"REAPER & 
HARVESTER",190,190,190,190,190,190,190,190,190,190,190,190,190,PUNJAB,MANSHA,4
BOHA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MANSHA,4
BOHA,M,FIELD LABOUR,SOWER,180,180,180,180,180,180,180,180,180,180,180,180,180,PUNJAB,MANSHA,4
BOHA,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MANSHA,4
BOHA,M,FIELD LABOUR,WEEDER,190,190,190,190,190,190,190,190,190,190,190,190,190,PUNJAB,MANSHA,4
BOHA,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MANSHA,4
BOHA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250,250,250,250,250,250,250,250,250,250,250,250,250,PUNJAB,MANSHA,4
BOHA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MANSHA,4
BOHA,M,"SKILLED 
LABOUR",BLACKSMITH,225,225,225,225,225,225,225,225,225,225,225,225,225,PUNJAB,MANSHA,4
BOHA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MANSHA,4
BOHA,M,"SKILLED 
LABOUR",CARPENTER,225,225,225,225,225,225,225,225,225,225,225,225,225,PUNJAB,MANSHA,4
BOHA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MANSHA,4
NATHKAU,M,FIELD LABOUR,PLOUGHMAN,210,210,210,210,210,210,210,210,210,210,210,210,210,PUNJAB,MOGHA,7
NATHKAU,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MOGHA,7
NATHKAU,M,FIELD LABOUR,"REAPER & 
HARVESTER",195,195,195,195,195,195,195,195,195,195,195,195,195,PUNJAB,MOGHA,7
NATHKAU,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MOGHA,7
NATHKAU,M,FIELD LABOUR,SOWER,225,225,225,225,225,225,225,225,225,225,225,225,225,PUNJAB,MOGHA,7
NATHKAU,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MOGHA,7
NATHKAU,M,FIELD LABOUR,WEEDER,180,180,180,180,180,180,180,180,180,180,180,180,180,PUNJAB,MOGHA,7
NATHKAU,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MOGHA,7
NATHKAU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250,250,250,250,250,250,250,250,250,250,250,250,250,PUNJAB,MOGHA,7
NATHKAU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MOGHA,7
NATHKAU,M,"SKILLED 
LABOUR",BLACKSMITH,300,300,300,300,300,300,300,300,300,300,300,300,300,PUNJAB,MOGHA,7
NATHKAU,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MOGHA,7
NATHKAU,M,"SKILLED 
LABOUR",CARPENTER,320,320,320,320,320,320,320,320,320,320,320,320,320,PUNJAB,MOGHA,7
NATHKAU,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MOGHA,7
LAMBI,M,FIELD LABOUR,PLOUGHMAN,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,MUKTASAR,5
LAMBI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MUKTASAR,5
LAMBI,M,FIELD LABOUR,"REAPER & 
HARVESTER",190,190,190,190,190,190,190,190,190,190,190,190,190,PUNJAB,MUKTASAR,5
LAMBI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MUKTASAR,5
LAMBI,M,FIELD LABOUR,SOWER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,MUKTASAR,5
LAMBI,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MUKTASAR,5
LAMBI,M,FIELD LABOUR,WEEDER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,MUKTASAR,5
LAMBI,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MUKTASAR,5
LAMBI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",225,225,225,225,225,225,225,225,225,225,225,225,225,PUNJAB,MUKTASAR,5
LAMBI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MUKTASAR,5
LAMBI,M,"SKILLED 
LABOUR",BLACKSMITH,280,280,280,280,280,280,280,280,280,280,280,280,280,PUNJAB,MUKTASAR,5
LAMBI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MUKTASAR,5
LAMBI,M,"SKILLED 
LABOUR",CARPENTER,300,300,300,300,300,300,300,300,300,300,300,300,300,PUNJAB,MUKTASAR,5
LAMBI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,MUKTASAR,5
KAKRALA,M,FIELD LABOUR,PLOUGHMAN,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,PATIALA,7
KAKRALA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,PATIALA,7
KAKRALA,M,FIELD LABOUR,"REAPER & 
HARVESTER",180,180,180,180,180,180,180,180,180,180,180,180,180,PUNJAB,PATIALA,7
KAKRALA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,PATIALA,7
KAKRALA,M,FIELD LABOUR,SOWER,200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,PATIALA,7
KAKRALA,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,PATIALA,7
KAKRALA,M,FIELD LABOUR,WEEDER,180,180,180,180,180,180,180,180,180,180,180,180,180,PUNJAB,PATIALA,7
KAKRALA,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,PATIALA,7
KAKRALA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200,200,200,200,200,200,200,200,200,200,200,200,200,PUNJAB,PATIALA,7
KAKRALA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,PATIALA,7
KAKRALA,M,"SKILLED 
LABOUR",BLACKSMITH,300,300,300,300,300,300,300,300,300,300,300,300,300,PUNJAB,PATIALA,7
KAKRALA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,PATIALA,7
KAKRALA,M,"SKILLED 
LABOUR",CARPENTER,300,300,300,300,300,300,300,300,300,300,300,300,300,PUNJAB,PATIALA,7
KAKRALA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,PATIALA,7
MAINPUR,M,FIELD LABOUR,PLOUGHMAN,210,210,210,210,210,210,210,210,210,210,210,210,210,PUNJAB,ROOP NAGAR,7
MAINPUR,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,ROOP NAGAR,7
MAINPUR,M,FIELD LABOUR,"REAPER & 
HARVESTER",210,210,210,210,210,210,210,210,210,210,210,210,210,PUNJAB,ROOP NAGAR,7
MAINPUR,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,PUNJAB,ROOP NAGAR,7
MAINPUR,M,FIELD LABOUR,SOWER,220,220,220,220,220,220,220,220,220,220,220,220,220,PUNJAB,ROOP NAGAR,7
